#,Player,Team,GP_x,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TEAM,AGE,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP_y,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,HEIGHT,Position,SALARY
8,Tyrese Maxey,PHI,51,14.8,3.1,6.8,0.447,0.4,1.6,0.262,0.8,1.0,0.86,0.6,1.2,0.2,1.4,1.5,1.6,0.4,0.2,7.4,PHI,20,200,Kentucky,USA,2020,1,21,52,7.5,1.5,1.7,-6.2,1.1,9.0,21.9,51.6,19.0,74,PG,2478840
9,Dwight Howard,PHI,58,17.4,2.5,4.2,0.586,0.1,0.3,0.25,1.7,3.0,0.575,1.7,3.0,2.7,5.7,8.4,0.8,0.4,0.9,6.7,PHI,35,265,None,USA,2004,1,1,59,6.8,8.4,0.8,-4.1,14.4,31.5,17.0,60.8,7.3,82,C,1620564
13,Mike Scott,PHI,41,17.6,1.6,4.2,0.374,1.1,3.2,0.344,0.2,0.3,0.667,0.4,1.5,0.2,2.3,2.6,0.7,0.5,0.2,4.4,PHI,32,237,Virginia,USA,2012,2,43,41,4.4,2.6,0.7,0.5,1.2,13.3,11.3,51.3,5.5,79,PF,5005350
14,Matisse Thybulle,PHI,57,20.1,1.5,3.7,0.41,0.6,2.2,0.298,0.1,0.3,0.5,0.4,2.0,0.5,1.5,2.0,0.9,1.5,1.0,3.8,PHI,24,201,Washington,USA,2019,1,20,58,3.8,2.0,0.9,3.5,2.5,7.2,8.8,50.7,6.3,77,SG,2711280
15,Isaiah Joe,PHI,32,9.2,1.0,3.0,0.33,0.8,2.4,0.329,0.4,0.5,0.75,0.2,0.8,0.2,0.7,0.9,0.5,0.2,0.1,3.2,PHI,21,165,Arkansas,USA,2020,2,49,33,3.2,0.9,0.5,0.8,1.7,7.7,15.5,47.3,7.7,76,SG,898310
18,Rayjon Tucker,PHI,11,3.7,0.4,0.7,0.5,0.2,0.3,0.667,1.1,1.3,0.857,0.2,0.4,0.1,0.6,0.7,0.4,0.1,0.0,2.0,PHI,23,209,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,12,2.0,0.8,0.4,12.4,1.6,16.3,16.0,69.9,16.1,75,SG,0
21,Anthony Tolliver,PHI,3,13.3,0.0,2.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.7,1.7,1.0,1.0,2.0,0.7,1.0,0.3,0.0,PHI,35,240,Creighton,USA,Undrafted,Undrafted,Undrafted,4,1.5,2.0,0.5,5.5,4.4,7.7,8.9,29.1,4.8,80,F,0
1,Devin Booker,PHX,56,33.6,9.2,19.1,0.482,2.0,5.7,0.349,4.9,5.7,0.861,3.2,2.8,0.4,3.7,4.1,4.5,0.9,0.3,25.3,PHX,24,206,Kentucky,USA,2015,1,13,57,25.5,4.1,4.5,7.2,1.4,10.8,32.1,58.5,20.8,77,SG,29467800
2,Chris Paul,PHX,59,31.7,6.1,12.5,0.486,1.4,3.7,0.377,2.4,2.6,0.928,2.2,2.4,0.4,4.2,4.6,8.7,1.4,0.2,16.0,PHX,35,175,Wake Forest,USA,2005,1,4,60,16.1,4.7,8.7,6.4,1.3,13.3,21.6,58.8,39.0,72,PG,41358814
3,Deandre Ayton,PHX,60,30.7,6.5,10.4,0.626,0.1,0.3,0.2,2.0,2.6,0.763,1.6,2.9,3.4,7.3,10.7,1.4,0.6,1.1,15.1,PHX,22,250,Arizona,Bahamas,2018,1,1,61,15.0,10.7,1.4,6.0,11.7,23.8,18.5,65.2,6.6,83,C,9562920
4,Mikal Bridges,PHX,60,32.5,4.9,9.3,0.525,1.7,4.3,0.398,1.5,1.8,0.822,0.8,1.6,1.1,3.3,4.4,2.2,0.9,0.8,13.0,PHX,24,209,Villanova,USA,2018,1,10,61,13.1,4.4,2.2,6.7,3.7,9.9,14.7,64.6,8.9,78,SF,4161000
5,Cameron Johnson,PHX,54,23.7,3.5,8.0,0.442,2.0,5.4,0.374,0.8,0.9,0.878,0.7,1.4,0.5,2.7,3.3,1.5,0.6,0.3,9.9,PHX,25,210,North Carolina,USA,2019,1,11,55,9.9,3.2,1.5,5.8,2.2,11.6,16.4,58.6,8.7,80,SF,4033440
6,Jae Crowder,PHX,55,27.4,3.3,8.1,0.401,2.4,6.2,0.381,0.9,1.2,0.761,0.9,2.0,0.5,4.3,4.8,2.1,0.8,0.4,9.8,PHX,30,235,Marquette,USA,2012,2,34,55,9.8,4.8,2.1,6.0,2.0,15.0,15.1,56.7,10.4,78,PF,9258000
7,Dario Saric,PHX,41,17.5,3.2,7.1,0.451,1.0,2.9,0.339,1.7,1.9,0.872,1.2,2.0,1.0,3.0,4.0,1.3,0.6,0.1,9.1,PHX,27,225,None,Croatia,2014,1,12,41,9.1,4.0,1.3,12.4,5.6,17.1,22.5,56.8,11.0,82,PF,9250000
8,Cameron Payne,PHX,49,17.3,2.8,6.0,0.464,1.0,2.5,0.402,0.7,0.8,0.854,1.1,1.7,0.2,2.0,2.3,3.6,0.6,0.2,7.3,PHX,26,183,Murray State,USA,2015,1,14,50,7.3,2.3,3.6,7.2,1.5,11.8,18.6,57.8,28.9,73,PG,1977011
10,Abdel Nader,PHX,24,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.2,1.5,0.757,0.8,1.4,0.3,2.3,2.6,0.8,0.4,0.4,6.7,PHX,27,225,Iowa State,Egypt,2016,2,58,24,6.7,2.6,0.8,5.0,2.0,15.1,18.3,60.5,7.8,77,SF,1752950
11,Frank Kaminsky,PHX,35,14.4,2.4,5.1,0.461,0.8,1.9,0.403,0.7,1.2,0.585,0.5,1.3,0.7,2.9,3.6,1.6,0.3,0.4,6.2,PHX,28,240,Wisconsin,USA,2015,1,9,36,6.1,3.6,1.6,5.4,4.8,19.3,18.4,55.0,15.1,84,PF,1620564
12,Langston Galloway,PHX,35,10.9,1.6,3.5,0.467,0.9,2.0,0.451,0.5,0.5,1.0,0.3,0.7,0.1,0.9,1.0,0.7,0.2,0.0,4.7,PHX,29,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,35,4.7,1.0,0.7,6.3,1.4,7.9,15.7,62.9,8.5,73,SG,1620564
13,E'Twaun Moore,PHX,24,14.5,1.8,4.2,0.422,0.3,1.2,0.276,0.3,0.4,0.8,0.8,1.3,0.5,1.2,1.8,1.5,0.6,0.2,4.2,PHX,32,191,Purdue,USA,2011,2,55,24,4.3,1.8,1.5,3.4,3.6,8.3,15.2,47.9,13.4,75,SG,1620564
14,Jevon Carter,PHX,48,11.1,1.4,3.4,0.412,0.9,2.5,0.361,0.0,0.1,0.5,0.2,1.1,0.2,1.2,1.5,1.1,0.4,0.2,3.8,PHX,25,200,West Virginia,USA,2018,2,32,49,3.8,1.4,1.1,1.9,2.1,10.9,14.4,55.1,13.7,73,PG,3925000
16,Jalen Smith,PHX,21,4.2,0.5,1.4,0.367,0.1,0.5,0.182,0.0,0.1,0.333,0.2,0.5,0.3,0.6,0.9,0.1,0.0,0.1,1.2,PHX,21,215,Maryland,USA,2020,1,10,21,1.2,0.9,0.1,-1.5,6.7,13.1,17.2,39.9,3.5,82,PF,4245720
17,Ty-Shon Alexander,PHX,9,3.2,0.2,1.1,0.2,0.1,0.8,0.143,0.1,0.2,0.5,0.1,0.1,0.1,0.4,0.6,0.1,0.0,0.1,0.7,PHX,22,195,Creighton,USA,Undrafted,Undrafted,Undrafted,9,0.7,0.6,0.1,10.3,2.8,12.5,17.4,27.6,5.9,75,SG,0
1,Damian Lillard,POR,55,36.0,8.8,20.3,0.434,4.0,10.7,0.374,6.8,7.3,0.923,3.1,1.6,0.5,3.7,4.2,7.5,0.9,0.3,28.4,POR,30,195,Weber State,USA,2012,1,6,55,28.4,4.2,7.5,1.3,1.3,10.3,31.0,60.4,33.7,74,PG,31626953
3,Norman Powell,POR,16,34.4,5.9,13.3,0.446,1.8,5.5,0.33,3.6,4.2,0.851,1.9,2.5,0.9,2.2,3.1,1.9,1.6,0.4,17.2,POR,27,215,UCLA,USA,2015,2,46,58,18.9,3.0,1.9,0.1,1.8,7.8,22.7,62.4,9.3,75,SF,10865952
3,Norman Powell,TOR,42,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.4,3.9,0.865,1.8,2.3,0.5,2.5,3.0,1.8,1.1,0.2,19.6,POR,27,215,UCLA,USA,2015,2,46,58,18.9,3.0,1.9,0.1,1.8,7.8,22.7,62.4,9.3,75,SF,10865952
5,Carmelo Anthony,POR,59,24.9,4.8,11.7,0.411,1.9,4.8,0.392,2.1,2.4,0.878,1.0,2.1,0.5,2.7,3.2,1.5,0.7,0.6,13.5,POR,36,238,Syracuse,USA,2003,1,3,59,13.5,3.2,1.5,-4.1,1.8,10.8,23.3,53.3,10.2,79,PF,1620564
6,Enes Kanter,POR,60,25.8,5.0,8.2,0.611,0.0,0.0,0.0,1.9,2.4,0.781,1.2,2.5,4.1,7.3,11.4,1.2,0.5,0.7,11.9,POR,28,250,None,Turkey,2011,1,3,60,11.9,11.4,1.3,2.9,14.5,27.7,16.8,64.3,7.1,82,C,5005350
7,Jusuf Nurkic,POR,25,23.3,4.1,8.3,0.493,0.4,1.0,0.36,1.7,2.7,0.627,2.0,3.0,2.2,6.1,8.3,3.4,1.0,1.0,10.2,POR,26,290,None,Bosnia and He...,2014,1,16,25,10.2,8.3,3.4,3.8,8.7,26.5,20.6,53.9,21.3,83,C,12888889
8,Robert Covington,POR,58,32.2,3.0,7.4,0.407,1.9,5.1,0.38,0.8,0.9,0.83,1.1,2.7,0.8,5.8,6.7,1.7,1.5,1.2,8.7,POR,30,209,Tennessee State,USA,Undrafted,Undrafted,Undrafted,58,8.7,6.7,1.7,3.3,2.5,18.5,11.8,55.9,6.8,79,PF,12138345
9,Anfernee Simons,POR,52,16.3,2.6,6.3,0.416,1.9,4.4,0.424,0.7,0.9,0.776,0.7,1.5,0.2,2.0,2.2,1.4,0.2,0.1,7.8,POR,21,181,None,USA,2018,1,24,52,7.8,2.2,1.4,-4.7,1.1,11.7,19.2,58.5,13.2,75,SG,2252040
11,Nassir Little,POR,40,14.2,1.7,3.6,0.466,0.7,1.9,0.365,0.8,1.0,0.825,0.3,1.2,0.8,2.1,2.9,0.5,0.1,0.3,4.9,POR,21,220,North Carolina,USA,2019,1,25,40,4.9,2.9,0.5,-3.2,4.9,14.9,13.3,59.9,4.9,77,SF,2210640
12,Rodney Hood,POR,38,19.1,1.9,5.3,0.363,0.7,2.2,0.298,0.2,0.3,0.75,0.8,1.6,0.5,1.4,1.9,1.2,0.5,0.1,4.7,TOR,28,208,Duke,USA,2014,1,23,49,4.7,1.9,1.1,-6.3,2.2,8.0,14.1,44.9,8.5,80,SG,10047450
14,Rodney Hood,TOR,10,15.7,1.7,4.6,0.37,0.8,2.4,0.333,1.0,1.1,0.909,0.4,1.1,0.3,1.5,1.8,0.4,0.1,0.3,5.2,TOR,28,208,Duke,USA,2014,1,23,49,4.7,1.9,1.1,-6.3,2.2,8.0,14.1,44.9,8.5,80,SG,10047450
13,Rondae Hollis-Jefferson,POR,5,12.5,0.8,2.0,0.4,0.0,0.2,0.0,1.8,2.8,0.643,0.4,2.0,1.4,1.2,2.6,1.6,0.4,0.6,3.4,POR,26,217,Arizona,USA,2015,1,23,5,3.4,2.6,1.6,-15.7,8.8,12.0,12.7,52.6,20.5,78,F,0
16,Keljin Blevins,POR,10,5.1,0.2,1.4,0.143,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.2,0.2,0.4,0.2,0.0,0.4,POR,25,200,Montana State,USA,2019,,,10,0.4,0.2,0.4,-9.5,0.0,3.1,13.2,14.3,12.1,76,SF,0
1,De'Aaron Fox,SAC,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,5.2,7.2,0.719,3.0,2.9,0.6,2.9,3.5,7.2,1.5,0.5,25.2,SAC,23,185,Kentucky,USA,2017,1,5,58,25.2,3.5,7.2,-4.5,1.6,8.5,30.4,56.5,32.6,75,PG,8099627
2,Buddy Hield,SAC,59,34.4,5.7,14.0,0.408,4.0,10.4,0.39,1.2,1.5,0.839,1.7,2.6,0.4,4.1,4.5,3.1,0.8,0.4,16.7,SAC,28,220,Oklahoma,Bahamas,2016,1,6,60,16.7,4.5,3.2,-3.4,1.1,12.2,20.0,57.0,12.3,76,SG,24701834
3,Harrison Barnes,SAC,57,36.5,5.5,11.1,0.494,1.7,4.4,0.385,3.4,4.1,0.828,1.6,1.3,1.1,5.5,6.6,3.5,0.8,0.2,16.0,SAC,28,225,North Carolina,USA,2012,1,7,58,16.1,6.6,3.5,-1.8,3.1,15.2,16.9,62.6,12.8,80,SF,22215909
4,Richaun Holmes,SAC,51,29.8,5.9,9.2,0.642,0.0,0.2,0.2,2.2,2.8,0.785,1.2,3.6,2.5,6.3,8.9,1.6,0.7,1.6,14.1,SAC,27,235,Bowling Green,USA,2015,2,37,52,14.3,8.8,1.6,-0.5,8.6,20.6,16.8,67.7,7.7,82,C,5005350
5,Marvin Bagley III,SAC,37,25.7,5.6,11.2,0.502,0.9,2.6,0.354,1.6,2.9,0.56,1.3,2.4,2.5,5.0,7.4,0.9,0.5,0.5,13.9,SAC,22,235,Duke,USA,2018,1,2,37,13.9,7.4,0.9,-5.7,9.1,19.5,22.5,55.3,5.3,83,PF,8963640
6,Tyrese Haliburton,SAC,54,30.0,5.0,10.5,0.473,2.1,5.0,0.412,0.8,1.0,0.846,1.5,1.5,0.7,2.3,3.0,5.1,1.3,0.5,12.8,SAC,21,185,Iowa State,USA,2020,1,12,55,12.8,3.0,5.2,-5.2,2.3,7.7,17.3,58.3,24.1,77,PG,3831840
7,Hassan Whiteside,SAC,36,15.2,3.5,6.2,0.562,0.0,0.0,0.0,1.1,2.2,0.519,1.1,2.0,1.7,4.3,6.0,0.6,0.2,1.3,8.1,SAC,31,265,Marshall,USA,2010,2,33,36,8.1,6.0,0.6,-8.1,10.9,26.9,22.7,56.6,5.8,84,C,1620564
8,Terence Davis,SAC,15,17.6,2.9,7.0,0.419,1.5,4.4,0.348,0.6,0.9,0.692,1.1,1.3,0.2,2.1,2.3,1.1,0.7,0.2,8.0,SAC,23,201,Mississippi,USA,Undrafted,Undrafted,Undrafted,50,7.2,2.1,1.1,-3.0,1.4,11.9,20.3,54.4,11.2,76,G,1517981
10,Terence Davis,TOR,34,14.5,2.6,6.2,0.414,1.3,3.6,0.361,0.5,0.5,0.889,0.9,1.4,0.3,1.7,1.9,1.1,0.5,0.2,6.9,SAC,23,201,Mississippi,USA,Undrafted,Undrafted,Undrafted,50,7.2,2.1,1.1,-3.0,1.4,11.9,20.3,54.4,11.2,76,G,1517981
14,Chimezie Metu,SAC,27,10.0,2.1,3.8,0.549,0.1,0.4,0.3,0.7,1.1,0.69,0.6,1.5,0.9,1.6,2.5,0.7,0.3,0.6,5.0,SAC,24,225,Southern California,USA,2018,2,49,28,5.1,2.5,0.6,-9.0,9.1,17.2,20.0,59.6,9.0,81,PF,1620564
18,Kyle Guy,SAC,23,6.8,1.0,2.6,0.383,0.4,1.4,0.303,0.5,0.6,0.846,0.2,0.6,0.1,0.9,1.0,0.8,0.2,0.0,2.9,SAC,23,167,Virginia,USA,2019,2,55,24,2.9,1.0,0.9,9.0,2.2,12.2,18.3,48.8,15.8,73,SG,0
20,Justin James,SAC,26,5.8,0.7,1.6,0.429,0.2,0.7,0.294,0.2,0.5,0.417,0.2,0.4,0.1,0.3,0.4,0.6,0.1,0.0,1.8,SAC,24,190,Wyoming,USA,2019,2,40,26,1.8,0.4,0.6,-7.8,1.7,5.1,14.2,48.6,13.9,79,SG,1517981
21,Robert Woodard II,SAC,11,2.6,0.6,1.3,0.5,0.1,0.4,0.25,0.3,0.7,0.375,0.1,0.2,0.3,0.7,1.0,0.0,0.0,0.2,1.6,SAC,21,235,Mississippi State,USA,2020,2,40,11,1.6,1.0,0.0,11.8,8.8,24.2,24.4,51.4,0.0,78,SF,1500000
22,Jahmi'us Ramsey,SAC,5,3.4,0.6,1.0,0.6,0.2,0.6,0.333,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.8,0.2,0.0,0.2,1.4,SAC,19,190,Texas Tech,USA,2020,2,43,5,1.4,0.8,0.2,26.4,0.0,22.2,13.3,70.0,6.3,75,SG,1000000
1,DeMar DeRozan,SAS,50,34.0,7.3,14.9,0.492,0.4,1.4,0.257,6.2,7.0,0.883,2.0,2.0,0.8,3.7,4.4,7.2,0.9,0.3,21.2,SAS,31,220,Southern California,USA,2009,1,9,51,21.5,4.4,7.2,-1.2,2.2,10.5,25.2,59.1,31.6,78,SF,27739975
2,Derrick White,SAS,35,29.8,5.2,12.7,0.41,2.4,6.8,0.351,2.7,3.1,0.855,1.3,2.6,0.4,2.6,3.0,3.6,0.7,1.0,15.5,SAS,26,190,Colorado,USA,2017,1,29,36,15.4,3.0,3.5,5.1,1.2,8.6,22.3,55.0,16.8,76,PG,3516284
3,Dejounte Murray,SAS,56,31.6,6.4,14.3,0.449,1.0,3.1,0.333,1.6,2.0,0.795,1.7,2.0,0.7,6.2,6.9,5.2,1.6,0.1,15.4,SAS,24,180,Washington,USA,2016,1,29,57,15.6,7.1,5.2,3.1,2.5,19.3,22.9,51.0,24.2,76,PG,14286000
5,Keldon Johnson,SAS,56,28.6,4.9,10.2,0.477,0.9,2.7,0.342,2.0,2.8,0.722,1.1,2.1,1.5,5.0,6.4,1.8,0.6,0.4,12.7,SAS,21,220,Kentucky,USA,2019,1,29,57,12.9,6.4,1.8,-1.8,4.9,17.0,18.7,55.9,8.6,77,SF,2048040
6,Patty Mills,SAS,56,25.4,4.0,9.4,0.424,2.5,6.5,0.383,1.1,1.2,0.91,1.0,1.2,0.3,1.4,1.7,2.4,0.7,0.0,11.6,SAS,32,180,St.Mary's College of California,Australia,2009,2,55,57,11.5,1.7,2.5,3.7,1.1,5.1,17.8,58.3,14.3,73,PG,13535714
7,Rudy Gay,SAS,51,21.7,4.1,9.8,0.413,1.6,4.2,0.375,1.3,1.6,0.805,1.0,1.9,0.7,4.2,4.9,1.5,0.7,0.6,11.0,SAS,34,250,Connecticut,USA,2006,1,8,52,11.1,4.9,1.5,5.8,2.9,17.5,22.6,52.6,10.5,80,SF,14500000
9,Jakob Poeltl,SAS,58,26.3,3.8,6.1,0.628,0.0,0.0,0.0,0.9,1.8,0.476,1.3,2.4,3.3,4.7,8.0,1.9,0.6,1.8,8.5,SAS,25,245,Utah,Austria,2016,1,9,59,8.5,8.0,1.9,3.9,11.9,17.3,13.1,62.1,9.4,85,C,8101852
10,Drew Eubanks,SAS,41,13.8,2.0,3.6,0.571,0.0,0.0,1.0,1.4,2.0,0.69,0.9,1.5,1.2,3.1,4.3,0.9,0.3,1.0,5.5,SAS,24,245,Oregon State,USA,Undrafted,Undrafted,Undrafted,42,5.6,4.3,0.9,-2.8,8.0,20.3,16.7,61.6,9.8,81,PF,1620564
11,Devin Vassell,SAS,49,16.1,1.8,4.4,0.407,0.9,2.2,0.394,0.6,0.7,0.879,0.4,1.4,0.4,2.2,2.6,0.9,0.8,0.3,5.0,SAS,20,200,Florida State,USA,2020,1,11,50,4.9,2.6,0.9,-0.5,2.3,13.0,13.2,53.8,7.6,77,SG,4033440
12,Trey Lyles,SAS,23,15.6,1.9,3.9,0.478,0.6,1.7,0.35,0.7,1.0,0.652,0.3,0.6,0.4,3.3,3.7,0.6,0.3,0.0,5.0,SAS,25,234,Kentucky,Canada,2015,1,12,23,5.0,3.7,0.6,-14.5,2.2,21.3,12.8,57.4,6.0,81,PF,5500000
13,Luka Samanic,SAS,27,9.2,1.3,2.9,0.43,0.3,1.4,0.243,0.4,0.9,0.5,0.6,1.3,0.5,1.6,2.0,0.5,0.3,0.2,3.3,SAS,21,227,None,Croatia,2019,1,19,27,3.3,2.0,0.5,-2.6,4.9,16.3,17.9,49.7,7.8,82,PF,2892000
15,Keita Bates-Diop,SAS,22,6.9,0.7,1.9,0.381,0.2,0.7,0.333,0.5,0.7,0.733,0.1,0.3,0.2,0.9,1.1,0.4,0.4,0.1,2.2,SAS,25,229,Ohio State,USA,2018,2,48,22,2.2,1.1,0.4,-13.7,3.2,12.6,14.4,49.4,9.6,80,SF,1663861
16,Tre Jones,SAS,29,5.4,0.8,1.7,0.458,0.1,0.1,0.667,0.3,0.3,1.0,0.4,0.3,0.2,0.3,0.4,0.7,0.2,0.0,1.9,SAS,21,185,Duke,USA,2020,2,41,29,1.9,0.4,0.7,-21.0,3.0,5.2,17.7,52.9,22.9,73,PG,898310
17,Quinndary Weatherspoon,SAS,17,4.5,0.4,0.9,0.375,0.0,0.1,0.0,0.4,0.5,0.875,0.5,0.8,0.1,0.2,0.4,0.3,0.4,0.1,1.1,SAS,24,205,Mississippi State,USA,2019,2,49,17,1.1,0.4,0.3,-36.2,2.5,5.8,16.1,48.7,12.5,75,SG,0
1,Pascal Siakam,TOR,48,35.7,7.5,16.6,0.454,1.3,4.4,0.297,4.7,5.6,0.839,2.2,3.2,1.7,5.6,7.2,4.7,1.1,0.7,21.0,TOR,27,230,New Mexico State,Cameroon,2016,1,27,49,21.1,7.2,4.7,4.3,4.4,15.6,25.7,55.3,20.4,81,PF,30559200
2,Fred VanVleet,TOR,47,36.2,6.4,16.4,0.394,3.3,9.0,0.372,3.4,3.8,0.888,1.9,2.4,0.6,3.6,4.1,6.2,1.7,0.8,19.6,TOR,27,197,Wichita State,USA,Undrafted,Undrafted,Undrafted,48,19.4,4.2,6.2,4.2,1.5,10.0,23.4,54.1,26.3,73,SG,21250000
4,Kyle Lowry,TOR,42,34.7,5.5,12.8,0.428,2.6,7.0,0.379,3.1,3.5,0.878,2.8,3.1,0.8,4.8,5.5,7.2,1.0,0.3,16.7,TOR,35,196,Villanova,USA,2006,1,24,43,16.5,5.5,7.3,-0.2,2.2,13.8,20.8,58.0,30.8,72,PG,30500000
7,Chris Boucher,TOR,59,24.0,4.8,9.2,0.519,1.5,3.8,0.389,2.5,3.2,0.787,0.8,2.8,2.0,4.8,6.7,1.1,0.6,1.9,13.6,TOR,28,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,59,13.6,6.7,1.1,4.3,8.0,19.1,20.2,63.9,7.0,81,PF,6750000
11,Aron Baynes,TOR,50,18.2,2.4,5.6,0.431,0.4,1.9,0.237,0.5,0.7,0.73,0.9,2.3,1.7,3.4,5.1,0.9,0.3,0.4,5.8,TOR,34,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,50,5.8,5.1,0.9,-5.1,8.4,19.3,15.7,48.9,6.9,82,C,7000000
12,Freddie Gillespie,TOR,8,16.9,2.4,3.9,0.613,0.0,0.0,0.0,0.9,1.0,0.875,0.5,1.9,1.6,2.0,3.6,0.6,0.5,1.2,5.6,TOR,23,245,Baylor,USA,Undrafted,Undrafted,Undrafted,9,5.7,3.4,0.6,-8.8,9.7,11.0,13.0,66.6,5.3,81,F,0
13,Malachi Flynn,TOR,35,16.7,2.1,5.9,0.354,0.9,2.8,0.316,0.5,0.7,0.731,0.8,1.1,0.2,1.8,2.0,2.6,0.7,0.1,5.6,TOR,22,175,San Diego State,USA,2020,1,29,36,5.9,2.1,2.6,-1.7,1.2,10.4,17.1,47.1,23.2,73,PG,1950600
15,DeAndre' Bembry,TOR,39,18.1,2.1,3.9,0.533,0.2,0.8,0.273,0.8,1.1,0.698,1.3,1.5,0.6,2.0,2.7,2.0,0.8,0.4,5.2,TOR,26,210,St. Joseph's (PA),USA,2016,1,21,40,5.0,2.6,2.0,1.7,3.4,10.6,13.4,58.1,15.8,77,SG,1737145
16,Paul Watson,TOR,27,11.0,1.4,3.0,0.463,1.1,2.4,0.469,0.2,0.3,0.625,0.3,1.3,0.1,1.5,1.7,0.6,0.2,0.1,4.1,TOR,26,210,Fresno State,USA,Undrafted,Undrafted,Undrafted,27,4.1,1.7,0.6,-1.7,1.2,12.9,13.3,64.9,8.1,78,SG,1445697
17,Yuta Watanabe,TOR,41,13.4,1.4,3.2,0.447,0.6,1.6,0.406,0.5,0.6,0.826,0.4,1.1,0.8,2.4,3.2,0.7,0.5,0.4,4.0,TOR,26,215,George Washington,Japan,Undrafted,Undrafted,Undrafted,42,4.1,3.2,0.7,1.1,5.5,17.5,11.8,58.9,7.5,81,SF,0
18,Stanley Johnson,TOR,50,14.6,1.2,2.9,0.395,0.6,1.7,0.345,0.5,0.6,0.828,0.8,1.8,0.4,1.9,2.3,1.2,0.8,0.3,3.4,TOR,24,242,Arizona,USA,2015,1,8,51,3.4,2.3,1.2,-6.8,2.8,13.7,11.4,53.5,12.0,78,SF,3804150
19,Matt Thomas,TOR,26,7.4,0.9,2.4,0.387,0.7,1.6,0.415,0.2,0.3,0.857,0.2,0.4,0.1,0.7,0.8,0.3,0.1,0.0,2.7,UTA,26,190,Iowa State,USA,Undrafted,Undrafted,Undrafted,35,2.7,0.9,0.4,-8.5,1.8,9.9,17.4,47.9,8.5,76,SG,1517981
11,Matt Thomas,UTA,9,7.8,1.1,3.7,0.303,0.3,2.3,0.143,0.0,0.0,0.0,0.6,0.6,0.2,1.0,1.2,0.6,0.1,0.0,2.6,UTA,26,190,Iowa State,USA,Undrafted,Undrafted,Undrafted,35,2.7,0.9,0.4,-8.5,1.8,9.9,17.4,47.9,8.5,76,SG,1517981
20,Alex Len,TOR,7,10.8,0.7,1.4,0.5,0.4,0.9,0.5,0.4,0.9,0.5,1.1,1.4,0.0,1.6,1.6,0.4,0.1,0.9,2.3,WAS,27,250,Maryland,Ukraine,2013,1,5,53,6.7,3.9,0.8,-5.0,7.0,17.0,16.3,66.1,7.5,84,C,1265372
9,Alex Len,WAS,45,16.0,2.9,4.6,0.635,0.1,0.4,0.235,1.2,2.0,0.615,1.0,2.1,1.2,3.0,4.1,0.9,0.3,1.0,7.2,WAS,27,250,Maryland,Ukraine,2013,1,5,53,6.7,3.9,0.8,-5.0,7.0,17.0,16.3,66.1,7.5,84,C,1265372
22,Jalen Harris,TOR,4,3.5,0.2,1.0,0.25,0.2,0.5,0.5,0.0,0.0,0.0,0.2,0.5,0.2,0.5,0.8,0.5,0.2,0.0,0.8,TOR,22,195,Nevada,USA,2020,2,59,4,0.8,0.8,0.5,29.8,5.0,16.7,12.8,37.5,14.3,77,SG,0
1,Donovan Mitchell,UTA,53,33.4,9.0,20.6,0.438,3.4,8.7,0.386,5.0,6.0,0.845,2.8,2.2,0.9,3.5,4.4,5.2,1.0,0.3,26.4,UTA,24,215,Louisville,USA,2017,1,13,53,26.4,4.4,5.2,7.9,2.8,9.5,32.7,56.9,26.6,73,SG,5195501
2,Jordan Clarkson,UTA,56,26.0,6.4,15.1,0.422,3.0,8.7,0.349,1.7,1.8,0.922,1.7,1.5,0.7,3.3,4.0,2.2,0.9,0.2,17.5,UTA,28,194,Missouri,USA,2014,2,46,57,17.4,4.0,2.3,8.3,2.7,11.7,28.2,54.4,14.1,76,PG,11500000
3,Mike Conley,UTA,48,29.7,5.6,12.6,0.444,2.7,6.7,0.409,2.4,2.7,0.863,2.0,2.0,0.7,2.6,3.3,6.0,1.4,0.2,16.2,UTA,33,175,Ohio State,USA,2007,1,4,49,16.4,3.4,6.0,15.9,2.4,8.0,22.4,59.0,30.0,73,PG,34502130
4,Bojan Bogdanovic,UTA,60,30.6,5.2,12.2,0.425,2.5,6.4,0.387,2.9,3.3,0.87,1.6,1.6,0.6,3.3,3.9,1.9,0.6,0.1,15.7,UTA,32,226,None,Croatia,2011,2,31,61,15.6,3.8,1.9,8.3,1.7,9.8,21.1,57.1,8.9,79,SF,17850000
